,RF Prediction,XGB Prediction,Reg Prediction,Actual
1007,450386.77987860434,461060.9375,419151.29223132384,705000
1008,629235.002832617,578068.375,475076.7630816812,840000
1009,366572.59659696,379932.09375,349408.1649777503,345000
1010,647763.8096869001,606689.3125,667078.4501533662,625000
1011,619157.9511391786,619471.6875,636842.9972470708,700000
1012,338119.4017171282,370869.84375,345104.7484285153,376000
1013,825566.885547628,700344.5625,665273.885004819,645000
1014,500273.5141035373,580040.9375,591910.7113660746,450000
1015,464706.403481449,446514.34375,480824.0114342703,390000
1016,264639.6313781796,264961.53125,307272.8330128173,304000
1017,667157.2671211951,656194.625,760939.2070848083,664000
1018,863309.7349477673,866322.3125,740460.0871158998,670000
1019,519628.0684495177,640475.125,695407.4471878731,440000
1020,251875.65679143695,303371.96875,290626.9571593029,295000
1021,1365027.8647143024,1224361.5,987544.6820509154,1280000
1022,1040601.6692174452,1073975.75,913519.298031902,1170000
1023,501895.5245287015,503264.40625,494936.7526044584,426000
1024,245981.7474653592,253636.859375,298534.05469277466,438000
1025,901857.4639004968,862647.0,993912.7121796892,734500
1026,417540.84130549664,426806.71875,410783.0978709811,438000
1027,341585.8707498618,305303.53125,306817.4188270958,335000
1028,263096.9079953883,266689.71875,281526.48506339785,295000
1029,712767.5234105269,387682.8125,345507.5121838365,287500
1030,401310.09795534704,379696.65625,390062.497044203,278226
1031,734760.6583491057,681352.5625,528640.3234154477,382000
1032,468487.5160502956,445868.40625,434745.0603166524,355000
1033,320595.5978269163,295923.3125,324418.4100739138,280000
1034,476298.66200296936,417655.5625,424981.9411674752,409000
1035,314300.22622325754,313070.71875,354877.53201682604,299900
1036,383360.1548293687,403689.96875,423665.2775504535,389950
1037,389844.6019549944,390107.25,466830.3945674524,475000
1038,571439.9481037447,589979.3125,653915.8544339385,569500
1039,1290628.0284861322,1093562.25,1362420.6860138667,937500
1040,206962.0882624042,191673.28125,214579.22583348214,199000
1041,477295.2703127048,451397.0,423815.395036633,385000
1042,1326661.4264633518,1504041.25,1580652.800936106,1100000
1043,616098.4788082875,570813.0625,616820.9037327691,589000
1044,1110057.8472382054,1254331.5,1136877.6145758575,1600000
1045,520825.50090644846,453334.03125,433809.5050923156,712500
1046,472438.185215264,463544.0,488028.8177369539,500000
1047,359223.3234177774,405700.75,437812.21328085114,477000
1048,273481.0165698577,289650.21875,296400.19484680594,272500
1049,355628.3327992644,350081.9375,344765.83926265,406000
1050,504808.67675148085,416210.625,399413.2172553527,503500
1051,439938.3565960911,362905.59375,350139.81614168815,330000
1052,319116.53982221044,309645.0,347906.2526211299,320000
1053,968458.4466570336,1011516.75,988753.6934445252,975000
1054,379445.01373338874,377821.59375,355434.54230678076,447000
1055,784130.8453547033,654929.25,860465.7627320759,545000
1056,272383.3178640812,279791.65625,304835.0436905694,266950
1057,583236.0824148621,484167.9375,421015.1524961218,590000
1058,545945.735902059,461875.125,382846.94266305945,670000
1059,265083.5106157875,257772.375,269050.11218451813,258750
1060,358105.93378466484,374487.59375,376552.26442295086,379950
1061,511973.4259932313,530974.5625,474247.23564394406,560000
1062,290415.76870366797,373077.0625,346533.349078254,365000
1063,248967.96300394967,264176.34375,299072.7964606692,266490
1064,223047.74536364604,238991.875,265808.2511716057,270000
1065,341355.24378507654,387766.375,425896.5969459929,345000
1066,635494.3888819781,589961.875,515007.23671852954,685000
1067,318089.526313322,342368.46875,387240.9941856055,355000
1068,381448.5522971737,395349.15625,370574.7420866243,322968
1069,515606.6783719378,492238.6875,423655.27472067997,659000
1070,532917.4215976679,494299.59375,540824.9446370709,661000
1071,333770.2455112947,429314.46875,380579.93008104165,485000
1072,347033.92614510393,416621.65625,372914.62459063245,575000
1073,276277.48673445603,265904.21875,292650.37809568865,294000
1074,211509.50301189956,215604.78125,244192.7245343839,169575
1075,437254.2226138024,464171.28125,555434.7625137358,468000
1076,349428.2149882455,359418.59375,354313.46543166135,245000
1077,149066.54441862553,169462.53125,182830.32648573024,219500
1078,587793.5770165856,643570.8125,506449.1091037608,870300
1079,754467.5439042591,837398.0625,626820.3072695438,707000
1080,310190.5304054348,393929.90625,375642.888567255,330000
1081,415357.0214963075,423513.96875,395909.94412208087,475000
1082,1061736.4200734915,915437.6875,1023190.5917326504,988990
1083,467950.30844202964,422980.34375,476776.0731280094,491150
1084,509158.4608715177,585075.5,485360.2438784818,890000
1085,591312.518259013,478616.1875,427726.6110298522,389950
1086,497099.13096404437,430347.46875,405911.86012009316,322000
1087,286644.6647778176,278843.34375,290153.6117362911,321000
1088,292951.3176831411,319840.03125,295636.945831415,152275
1089,270958.3303129933,294806.71875,310850.9358725872,325000
1090,496071.2038532706,455347.09375,409699.32190114784,456000
1091,478883.2578664246,431373.46875,396444.9740807372,470500
1092,1441405.6482553477,1638014.25,1602824.2520862103,1050000
1093,833844.9058501591,852941.6875,811967.8957936653,760000
1094,267660.66358555114,289115.65625,330838.04392203724,229950
1095,198816.14800783515,194607.046875,248370.20249982874,135000
1096,390722.1097994041,399099.46875,367605.91113491234,389000
1097,414427.11296508997,389985.625,394845.9531531152,410000
1098,527394.2623384921,528701.75,509836.1908183499,560000
1099,205868.78060808507,341283.5625,348012.42687748437,270000
1100,387374.8615480017,480540.3125,443910.7279275284,509500
1101,939145.1364404501,1021294.25,735510.9296869009,1110000
1102,330369.41609655,360222.59375,347279.54356628837,370000
1103,337557.50804038247,408994.625,410825.01112260955,377000
1104,515282.55554902606,536207.25,455828.81397184863,662700
1105,707282.2575380784,773136.8125,650789.7658813017,1300000
1106,348642.88012158533,354958.96875,358429.25438591326,320000
1107,490867.7715903186,438779.65625,475492.50562117,435000
1108,312393.4833383567,289861.0625,300014.9456937999,336600
1109,557925.0446925415,562168.6875,586437.9952803064,575000
1110,369019.12763995375,363582.84375,346791.5615201416,625000
1111,291903.52405526646,288837.59375,307923.5013141383,240000
1112,290460.7654693019,285635.9375,339621.07026630774,272500
1113,1280342.7151749686,1241816.0,850654.2966010442,971000
1114,428448.9468223949,428212.875,372503.2493858619,418000
1115,278532.4310608833,267692.90625,279579.5793211015,430000
1116,349917.3406413916,365310.90625,392284.51419721777,379950
1117,566490.472217814,555354.375,597247.8924812148,450000
1118,488254.0839035349,474793.75,470245.4767584226,506500
1119,313733.45105484204,315988.375,315647.30883394566,390000
1120,418330.522996028,479061.875,447880.0897897082,362500
1121,1038130.1733489534,1040897.3125,1246419.3036323676,800000
1122,348200.57720834884,326450.15625,341930.7406548381,545000
1123,680146.6314864716,755908.0625,758599.9410484937,705000
1124,296095.13941188756,245832.328125,278050.8196871959,306888
1125,853016.4146452624,855597.5625,959410.8794829147,875000
1126,690326.3786965791,652803.5,733254.1428746026,565000
1127,508427.52438390965,503720.09375,541249.373272898,530000
1128,443561.74277766503,444086.0625,480687.35837562225,480000
1129,474353.50581235474,491366.78125,605889.9830097874,550000
1130,612806.6300217602,589252.8125,629516.5085800089,590000
1131,553101.8660400583,506801.53125,437086.395022599,775000
1132,609265.1178033655,585077.75,450176.16853077326,700000
1133,294692.25492778164,252179.578125,274592.0207865274,305000
1134,228361.46285361957,314994.0,317162.9636546919,260000
1135,199631.40231830548,183950.890625,215671.1795053897,203000
1136,868614.3998228901,826607.1875,966409.569891999,905000
1137,222987.24012452786,262415.15625,284966.2499763563,271310
1138,433293.32083469396,560072.625,499349.99745140807,842500
1139,260479.55579925224,279449.53125,280643.58825899573,155000
1140,595429.6236827027,671887.8125,536311.0204961402,685000
1141,4291381.3595674,4728185.0,5204338.021916973,2890000
1142,280336.7195855821,272492.5625,308820.7760823001,269500
1143,253629.24279015168,238234.78125,287024.9739781481,230000
1144,646350.9645913427,588431.8125,541171.6384877684,730000
1145,374724.031384602,342817.0625,359153.0918615441,429950
1146,1201226.6642701682,1026076.9375,717036.2819152059,1100000
1147,505301.49931389315,443116.4375,392708.4316928787,385000
1148,390800.7471847765,364988.09375,349697.8909262532,430000
1149,362092.36891931185,385968.15625,368477.0895787539,415500
1150,270122.48294928146,278371.1875,323648.1904883482,464050
1151,281344.610076014,264184.90625,276664.72919143876,160000
1152,581237.0792089679,535075.75,480501.2536676383,359950
1153,590627.5740960393,679992.0,742966.7523473721,369900
1154,390130.2894029876,409723.09375,407826.37409248954,479000
1155,970895.7136827846,907877.25,1335061.9132678297,895900
1156,227493.8600780031,241277.375,257623.59387315786,259950
1157,518384.18815239955,504070.40625,531099.1955579927,630000
1158,516577.95704963885,550188.75,530200.4144739741,450000
1159,592349.0657798877,574944.4375,476320.9314198248,802000
1160,427281.6780195111,422210.5625,355626.76211723144,498000
1161,220359.67334486058,211453.96875,225558.10556638968,179950
1162,606126.8532511062,639079.125,626955.5216181945,660000
1163,413931.52856970613,397835.9375,356780.0032007798,575000
1164,526705.4586997447,479663.5,495594.31225470064,450000
1165,506591.42435978714,452646.71875,443495.9927663946,400000
1166,763008.6657025529,790579.5625,694761.7810867298,710000
1167,339351.83052245376,316393.0625,337882.24800680374,310000
1168,642707.6426134988,633000.6875,528871.8462627628,685000
1169,262233.7058916145,304857.5,297081.9687494354,222900
1170,255784.39449480834,247748.140625,263352.1710859067,281000
1171,420877.4267126752,449439.96875,467527.58411786484,475000
1172,804149.9024695901,758578.625,610114.4054149211,625000
1173,442387.4100512911,479879.9375,464777.63531590556,608500
1174,520439.29493011755,527071.125,492750.01073149615,480000
1175,491712.51858073723,500364.78125,413009.2276379473,423000
1176,446456.43044365547,426792.0625,464768.1262048839,368000
1177,804279.1305374168,756065.25,865948.0807880145,800000
1178,576791.2483607928,494309.0,402652.79460516886,449500
1179,279264.6846149657,269314.84375,289840.34851547336,269000
1180,1636368.7509641785,2236358.5,1633016.6884318616,1900000
1181,705015.0275917078,752757.1875,872754.4142050351,727000
1182,498230.3254768852,534243.125,670351.5089700787,485000
1183,923704.1747753073,905892.375,819371.7349624203,997950
1184,388986.3445433223,350141.0625,340729.65284429595,390000
1185,202004.6027567349,213474.90625,234416.8251474304,190000
1186,413399.9936488978,419453.40625,536970.4554568048,439888
1187,416076.56570208806,424923.46875,424206.80768430914,383000
1188,838668.1093262949,714824.6875,601989.0943879222,750000
1189,609697.6864620722,596850.125,494271.7525052557,510000
1190,275051.0745469557,314922.1875,317623.5104152931,310000
1191,332784.24620488996,310046.28125,318580.09029897104,215000
1192,467473.2797195006,456447.53125,423785.35068035335,625000
1193,404657.2479860924,391432.8125,367926.5760568107,415000
1194,267440.84489460185,282675.375,303128.3230928892,284000
1195,420991.7695869414,376079.875,423260.07932921924,211000
1196,776586.3314862316,698248.5,761135.1862009728,711000
1197,350105.8184365376,342413.53125,329935.108665155,250000
1198,993383.7477810056,923121.0,883081.6790821304,840000
1199,659679.3554437308,706393.0,583589.3779943574,940000
1200,535009.0729089384,484322.625,512909.06089559017,540000
1201,460310.758664406,464211.125,492153.1591711823,450000
1202,468580.3488710637,659728.0,682764.6558851064,790000
1203,469467.24134830636,460134.96875,377260.48305192945,458950
1204,389062.880843992,381158.75,356140.22571538517,475000
1205,329600.0978305126,359531.375,346588.37938847014,590000
1206,687398.9265900366,814655.3125,610333.4105424477,805000
1207,2664534.6372835957,2492526.5,2911789.1601842972,1920000
1208,693704.0823925029,585939.3125,510444.3699183564,625000
1209,489015.97670495143,517111.34375,427017.1492091363,776000
1210,984182.2508987292,885603.0625,691412.4230480287,1350000
1211,431761.08146828634,432150.875,420033.573215884,349000
1212,818656.6281443022,779133.0,602742.2349400818,920000
1213,200149.60990692105,207139.75,256248.6823468102,215000
1214,565143.788154521,512052.78125,512371.1732308373,898000
1215,662484.4791919648,713487.75,910701.5419056755,510000
1216,383760.1281489522,379854.1875,348409.8585038826,450000
1217,437342.68321848445,446338.5,421710.66633444815,445000
1218,761579.3545894212,730950.4375,773267.4460014161,725000
1219,456314.811740494,469788.8125,432456.8616553084,430000
1220,679988.6541845986,650037.0625,717129.5771121829,725000
1221,532620.4142444003,557295.125,580625.4784438938,590000
1222,448081.98390111775,425978.8125,378890.6924048412,341000
1223,478163.66185701743,478071.0625,539576.014855481,480000
1224,822894.533838346,748832.6875,677775.1376518904,700000
1225,696363.840244291,712962.625,674571.6693793404,542500
1226,420775.2216079012,409409.0625,426585.1653241076,424000
1227,228361.46285361957,314994.0,317162.9636546919,316500
1228,296546.33732376416,334034.59375,355933.57564684097,321000
1229,279683.20200199477,288186.59375,286789.25947242795,240000
1230,629447.9367765831,691740.5,659215.440287894,920000
1231,839003.1392671774,801802.6875,948128.004090091,1540000
1232,367441.8290432859,445460.8125,416016.9510327168,455000
1233,1095144.0658104883,1153034.5,1446555.666401832,1150000
1234,303918.0890731618,343199.125,342443.8614510034,420000
1235,434110.82494194136,424697.0,386326.55929903605,450000
1236,1230480.5887609627,1422472.0,1218977.0217698778,1050000
1237,1607834.5721028573,1702791.125,1605540.740343838,1010000
1238,395993.58666687616,350069.9375,339057.7186192494,217000
1239,388499.80276604614,405739.0625,413597.87437889224,412000
1240,1349463.7041629476,1469509.875,1550719.9002706606,870000
1241,290551.29216656665,296565.46875,332691.39962520887,306000
1242,556606.1323668124,498004.9375,431270.0528828061,620000
1243,544098.5463328375,528461.8125,457064.9662998482,775000
1244,2514424.5298336456,2658782.5,2523245.4993426567,3200000
1245,808068.2155718665,757045.75,793601.9537796611,760000
1246,349103.31120945746,360689.78125,390245.59074969665,329000
1247,638350.1718689911,657570.3125,596587.7230499804,500000
1248,665923.1317575973,549763.875,505547.57571073336,415000
1249,469090.9741319696,376290.46875,409392.3435868111,295000
1250,4185957.30112394,3236116.0,2859955.940172147,3300000
1251,367063.8584422478,405314.78125,390266.5095459714,440000
1252,292746.81402196345,418332.4375,381206.8395567138,450000
1253,277330.7815145942,289437.59375,321450.37449368316,280000
1254,433752.68915002735,400460.5625,429063.5198155157,405000
1255,282155.23999153264,344957.9375,340236.2170606292,179950
1256,1721347.4821250038,1693130.375,1410872.8579252148,2800000
1257,271090.17707387573,282913.25,304990.5735826151,345000
1258,385300.3076119777,412735.40625,445399.3254555416,370000
1259,569502.8843524272,524317.25,448238.84973778576,670000
1260,395760.8080277555,359159.5625,348846.0009520828,310000
1261,495250.771290442,444499.625,529371.6408398082,524000
1262,945712.7032994766,879871.75,838830.6094017717,650000
1263,360397.7783031499,395217.96875,351765.884941631,381000
1264,955227.0332856552,1012127.5625,945398.9098326549,1050000
1265,746880.2353473548,713129.9375,642143.1954363722,713400
1266,598496.1049597851,642068.875,504369.98022354685,748000
1267,2609168.2884380864,2667628.5,2007880.7501228268,2900000
1268,660095.549083012,813189.8125,759399.4632517941,695000
1269,453000.30937723967,390822.59375,335356.2210987747,425000
1270,397384.14264789544,437698.875,472500.91006296506,599000
1271,270554.3720607018,267227.6875,299669.3954819126,273148
1272,361827.16040534264,421338.9375,403394.76307597285,506000
1273,2006950.640566384,1830890.25,1716252.9304679919,2150000
1274,865332.1141557822,879319.8125,882826.2541286243,700000
1275,450092.39054526435,421377.5,470581.19550907507,460000
1276,595661.7824654898,615207.4375,725100.8812904466,582800
1277,316418.7631647555,306739.40625,331538.00024275144,335000
1278,280015.4183019977,277147.125,290847.7769862526,295000
1279,370769.7460939035,358281.375,327034.7480621128,389100
1280,420474.9514858511,490676.0625,482412.7837192271,463000
1281,491212.4162611122,514169.1875,503222.5012014108,385000
1282,383336.4795928712,412110.8125,412328.14652966673,375000
1283,395993.58666687616,350069.9375,339057.7186192494,550000
1284,304507.78085381264,330506.53125,366803.0010162462,327500
1285,514409.3947343259,479128.15625,563611.1034083422,495000
1286,444080.24884616653,412666.15625,383802.0858542017,415000
1287,375404.8527728018,367631.5625,359222.31618484185,372000
1288,318960.70779831975,358801.125,354717.5958747233,313000
1289,415735.4510507361,429499.15625,427012.9175948375,465000
1290,873199.8004950064,1169929.5,932466.3997774493,910000
1291,341631.36998802016,339187.78125,327422.33243665646,290900
1292,545943.0832921512,552363.1875,623114.6500866096,593700
1293,441024.0848922308,414845.84375,374967.1486481116,658000
1294,282063.959952909,348236.875,360636.3687145482,328500
1295,339205.21880536125,396045.03125,372419.8689135049,295500
1296,223003.5943999675,227001.5625,246123.025924929,236000
1297,455217.17815994844,486128.71875,499912.01780626504,760000
1298,280411.74586734426,260412.75,294439.34085805895,256900
1299,505377.89520572685,421898.25,378873.83281987807,707900
1300,734159.7004086863,641737.6875,541613.7278536465,565000
1301,525379.1756217104,499968.875,493990.32370968146,525000
1302,1494010.6492212005,1339257.625,1741066.3390762457,1810000
1303,390800.7471847765,364988.09375,349697.8909262532,429000
1304,677845.8010739444,615856.0625,463499.6269863456,625000
1305,346794.99095183413,339125.6875,375293.06388602796,327500
1306,198555.9781436885,193788.828125,226416.5224826749,200000
1307,432822.69825941545,443455.5,418727.70584490924,490000
1308,294288.28974623245,307004.53125,324267.66693636647,335000
1309,388485.4610065313,381998.28125,475409.51997937704,465000
1310,444910.18445322884,487421.59375,479076.6421175982,453000
1311,416847.64014457166,404404.75,382296.0467442865,680000
1312,330760.51047418383,404040.84375,375000.52087184787,395000
1313,285652.2594873461,304734.84375,324773.1284180882,435000
1314,474036.7628692957,453970.4375,496490.80970570474,599900
1315,390992.11503398005,489284.03125,446596.38188166724,409900
1316,391109.7088755335,277244.9375,275726.0664001709,179900
1317,493195.6667756965,558591.3125,539650.1316353553,537000
1318,240262.9902069402,332424.96875,332648.5657336867,390000
1319,250594.79511392757,292305.3125,314015.43339365296,266500
1320,539829.473954075,568957.5625,478691.21112330875,487028
1321,651873.0391571278,797113.8125,610684.6356364978,700000
1322,721735.3949562928,1012257.875,672626.3320105411,1200000
1323,223030.25979035365,231519.390625,268322.52167255024,239950
1324,207436.91902049794,208211.8125,248865.54980777914,161500
1325,554176.3678637458,486206.15625,431875.50663796294,640000
1326,1083621.5821164795,977379.4375,663374.6033881768,1630000
1327,385494.52759769344,403572.5625,419476.2531055875,344950
1328,410891.1729289563,362832.21875,354417.9168465746,292000
1329,481439.71900615934,408883.46875,426556.63813856017,469000
1330,271916.77979469247,276530.125,288799.2219624077,425000
1331,725778.0542447576,727085.5625,766336.8180095268,683000
1332,473290.1069150526,435984.53125,408965.40861866676,589000
1333,578250.3193519968,602585.4375,539847.3482714958,584950
1334,750804.1329058161,617974.6875,492954.26022604527,635000
1335,634562.1213957622,608693.9375,492322.1289230378,700000
1336,391109.7088755335,277244.9375,275726.0664001709,110700
1337,241411.64586827176,233492.8125,238596.21047724056,175000
1338,168651.73789296238,231023.796875,273819.2736454701,426000
1339,313446.4595409984,338195.21875,339540.9759837909,359000
1340,340599.12534630933,420941.3125,374000.94869632967,357500
1341,629313.0036082336,561681.0625,494573.0485256581,820000
1342,663375.7076710596,670900.5,781585.104943348,591975
1343,311153.34015053243,307903.53125,320067.2878272039,300000
1344,386056.33993333613,382025.96875,439536.23674020957,365500
1345,377461.60664200736,318935.375,394381.0497454536,295500
1346,1310830.6515372724,1028598.8125,950114.468427797,2150000
1347,327283.0948905695,334924.5625,416484.64995211083,325000
1348,596862.5580796627,517607.1875,583648.2001006086,590000
1349,360423.3475520011,333393.0,356254.4423206619,349950
1350,341987.77602608135,332371.09375,351027.65713849093,339100
1351,623388.0878276445,531802.125,565063.0417044278,550000
1352,675624.0305309898,636237.375,684272.1670222637,599950
1353,254303.69140838704,298634.75,317134.73853820586,468000
1354,703568.3424295185,690079.4375,760885.8346355443,440000
1355,766077.0134817233,757836.0,798243.6890043711,779950
1356,281508.4928536277,298727.03125,346214.0176111211,325000
1357,434044.90742180933,447348.03125,438764.606406701,445000
1358,1121878.8155452483,1111600.5,1302408.6024751163,831500
1359,860567.119162584,879693.0625,792152.8336794932,922000
1360,307752.0462367671,320413.375,354909.2168717482,299000
1361,261402.9033268488,428816.0625,406689.2824880107,565000
1362,196342.27388298645,195921.0,234640.67926310972,195000
1363,306923.96445497865,288354.28125,297029.5751865815,246000
1364,580258.0085992622,552172.5,587877.3097231815,800000
1365,257066.59987196434,257257.375,280702.8992150856,245000
1366,288443.43076170667,294246.34375,341329.83733711217,295000
1367,580721.0133321544,494255.75,432211.0611517305,469000
1368,625102.4238546826,787492.875,912876.0062511541,800000
1369,230564.2713613912,240290.203125,270149.37608578044,239950
1370,507318.97861048963,525514.6875,489038.31799401547,440000
1371,493580.59108097176,454992.875,487511.2797444687,475000
1372,268317.8198525523,352288.71875,409526.95122918015,289000
1373,1032499.5865877201,1018591.125,1087707.7494416912,1050000
1374,293500.2757010303,353690.125,351402.07667478017,290000
1375,688428.0648684852,608230.25,668136.3731332719,556000
1376,235007.38238294297,284464.8125,295860.08752525,235000
1377,439763.4897145407,429446.71875,388436.1936780326,630000
1378,172786.3566491881,187813.140625,198325.98073634965,213800
1379,698920.5628870744,660162.25,753611.4528550758,640000
1380,641536.3191645729,612940.5,562326.8228783186,739000
1381,559442.1732184691,530242.8125,637759.9472708754,581000
1382,430177.6665965527,335154.625,324657.239407772,235000
1383,330654.4628178871,308907.65625,293912.28047980793,555750
1384,357306.89381590486,438337.96875,385470.01187103416,390000
1385,471975.558637912,555151.0,759237.7667986461,473000
1386,396891.89028634643,376034.34375,364812.02008714015,265000
1387,610412.0830428435,577015.8125,482411.2785666345,450000
1388,438983.0081571949,475670.71875,547231.1914056274,475000
1389,393719.5086133617,475425.375,437271.9260214752,437500
1390,274266.058285424,295855.28125,335255.7257185862,225000
1391,296292.04471647524,316781.9375,302509.13598162634,282500
1392,531393.6300333688,481956.1875,479370.8562284571,549900
1393,505542.42948853545,522023.1875,634336.7228788546,495000
1394,361372.379793146,355531.875,367861.89698080794,355000
1395,522708.19636902236,527703.375,457699.1528535202,785200
1396,498700.5029395788,486823.25,551041.9402146022,450000
1397,814391.7210313914,1050835.5,897771.8466985632,1450000
1398,356967.29701116885,362136.34375,328171.457004879,330000
1399,340697.5383026984,363890.53125,425603.8143711161,200000
1400,350646.2256653813,433735.53125,405699.4375021347,950000
1401,699226.3749249675,799386.1875,752948.6968010245,355425
1402,864109.9662748099,888247.9375,780466.6699411256,950000
1403,356897.17797422566,367954.59375,400939.60478687804,426000
1404,837121.7878825961,874441.125,630590.7234516792,883000
1405,248209.2648610576,259932.390625,324210.17154271115,198000
1406,528390.480020088,478450.53125,426260.5411747365,436000
1407,358016.3016689338,355261.0625,344636.55960829474,336500
1408,503251.13159504044,548542.5625,639807.7935704319,540000
1409,680956.0012106543,680886.8125,749971.2831742916,665000
1410,304499.15679222764,291699.625,294516.09231508203,205000
1411,647290.7629597654,803891.375,582947.3779535928,674000
1412,595006.1119140113,644817.9375,717004.804411046,833000
1413,1014646.1149795277,1027781.0,1089964.627424347,1050000
1414,416714.63180235034,419785.96875,428662.87933482014,400000
1415,344155.63592213223,388712.375,373701.6070372712,247800
1416,264452.5405882179,278470.5,334631.035669555,268000
1417,1030862.802314154,989866.625,943014.2449445094,885000
1418,749678.508123092,842367.3125,673605.8771225392,449900
1419,362025.7370802507,362768.5625,348517.13424174837,400000
1420,479183.54408096435,535992.5,568458.0596356672,361000
1421,584967.5069022253,552911.8125,464345.7686344732,372000
1422,587224.1121625082,623217.8125,739897.9941493656,500000
1423,245981.7474653592,253636.859375,298534.05469277466,375000
1424,474353.50581235474,491366.78125,605889.9830097874,462608
1425,394245.7579706882,401532.5,360424.6316290696,653000
1426,414583.4342309112,403373.625,373160.7769568272,228800
1427,520834.57007718337,550569.25,510176.7724627939,515000
1428,342260.23258693214,409768.03125,372931.21899555734,327000
1429,467286.8331330301,473866.4375,501290.34250008536,525000
1430,552895.5162336803,575670.875,604346.516587685,600000
1431,502600.34843324317,457575.46875,426244.49702141254,200000
1432,481710.7288896584,517809.625,451633.6040611112,630000
1433,349000.6481439902,348873.78125,368837.658789025,358000
1434,309705.19669711654,337919.5625,359637.26758779126,294900
1435,419279.1582060868,440735.25,535993.710177217,364900
1436,865542.6193884757,848980.5625,859083.0626843954,830000
1437,606708.3811401663,601605.3125,664028.8231357601,695000
1438,449639.610449011,488488.65625,502954.52016663976,429000
1439,460662.5338123551,439315.59375,368847.98585396865,535000
1440,491163.5058603754,460690.0,448820.5276666008,475000
1441,1039634.3754460114,1026563.375,851628.7779508214,1200000
1442,642270.1561772902,628506.0625,633937.6867156477,617000
1443,212002.4636638818,226757.5,242325.40735927245,234000
1444,658203.2155168992,677695.0,817650.7839256891,800000
1445,1409337.0179989995,1771955.375,1701056.2037089386,1200000
1446,682751.2279624068,646382.4375,692624.1744938573,635000
1447,232992.8976503771,249527.953125,270466.3534015381,271900
1448,405707.2611181123,400297.90625,386643.7675639083,392500
1449,299722.334496884,366647.6875,353719.056506641,592500
1450,295247.57967669994,299406.40625,315483.302611834,285000
1451,550069.2006458823,538532.3125,573563.6180304557,560000
1452,395993.58666687616,350069.9375,339057.7186192494,299900
1453,1066591.7171440937,988186.8125,1009564.0624720044,1040000
1454,263808.0401436303,242953.9375,305690.73061342805,249500
1455,413302.28998167766,409198.65625,430376.3099866476,399895
1456,1126387.1579934584,722281.6875,550028.9352106173,356000
1457,213055.30695299603,217691.140625,248908.67102428694,285000
1458,1423773.1956940254,1379025.375,1094388.1495035775,2300000
1459,655963.7840680433,623277.875,560594.7773198127,830200
1460,368833.0684359823,348063.25,364611.5675651363,395000
1461,492889.872306954,496275.40625,478525.8154729777,615000
1462,592568.2549832554,581240.9375,643728.8631838269,590000
1463,332540.2874507098,346506.9375,344116.0959667316,360000
1464,253785.18939268647,269147.6875,283603.57159013284,260000
1465,451180.8803417444,470841.96875,433482.5245100702,500000
1466,463406.59889781784,467549.5625,441348.64905888017,423000
1467,485314.4618220762,478490.6875,506842.20010882476,630000
1468,418330.522996028,479061.875,447880.0897897082,391000
1469,412542.28672848025,462677.90625,485793.77365499333,465750
1470,270053.85361859377,291623.125,286692.89428669104,200000
1471,414394.76769417775,375984.5,342412.6267564397,428750
1472,1079870.8512538215,999503.4375,1017216.7983074676,1390000
1473,501511.54605288414,501982.65625,462584.6299117405,535365
1474,639106.9835002098,625341.4375,513371.17549352144,883000
1475,626842.2666456162,658869.6875,774910.5127158574,605000
1476,365145.8100000264,346891.8125,431153.04839743214,310000
1477,243529.21852844386,237227.25,283066.7877253976,265000
1478,323154.23267876945,354493.46875,362211.9847185776,399950
1479,431987.78244374174,262285.8125,291876.40861442225,210000
1480,830410.3823058167,776975.25,891489.036066206,850000
1481,592456.7057565874,681836.1875,705924.8254905121,500000
1482,505615.33995825576,478891.5,439464.4464432332,599000
1483,273270.2832417066,268751.65625,280065.039865553,252500
1484,371833.0563243915,419028.78125,392862.51515734836,555000
1485,580108.3039293773,566357.4375,478244.7256905009,497000
1486,322137.7026555864,301899.1875,289381.24499586463,210000
1487,473463.48035607254,460278.5,491899.74998560094,438000
1488,1198856.6632653216,1275353.5,1398250.4156778143,1240000
1489,327291.2193964422,320747.21875,331337.33221862523,313000
1490,351807.1345037171,336438.15625,366613.6142080177,354000
1491,411494.93401566136,437282.46875,410557.4130825719,570000
1492,496181.3099675205,435265.40625,428630.2605337846,436000
1493,510144.3941174069,487846.65625,436413.941590721,518500
1494,209997.41529962773,229875.046875,271347.3481502058,240000
1495,606011.3087983965,681739.3125,677764.4777510772,750000
1496,382303.32762403565,357002.03125,338596.3561211598,269000
1497,531788.6043239362,555502.6875,587800.7865359898,605000
1498,196940.52329889245,228748.140625,259439.73278543117,220000
1499,391846.9826574969,400601.53125,359153.7027303584,320000
1500,359879.0638040054,404569.0625,379261.6904818134,350000
1501,527995.2430861072,553529.625,639455.7472755732,490000
1502,330938.6520600918,292930.96875,299150.755719841,270000
1503,866424.6493774429,930701.875,1122106.3470097745,875000
1504,529757.9975535428,493835.9375,564432.1010527242,584999
1505,474749.92988559644,621910.4375,519604.7937687144,550000
1506,639260.4865854663,639948.8125,564532.8801343779,430000
1507,443003.7233399705,418353.59375,437374.53974927566,417500
1508,417008.6671648663,396414.96875,423300.20754092827,356000
